445,5838

839,11280

138,1704

673,8979

25,273

221,2805

506,6678

750,10044

877,11811

917,12375

916,12360

720,9627

794,10659

279,3585

745,9972

96,1158

953,12876

112,1362

420,5496

226,2871

9,90

187,2352

583,7731

687,9168

410,5361

378,4926

946,12777

357,4635

56,651

413,5403

280,3597

973,13146

922,12447

474,6234

706,9441

478,6291

987,13350

901,12147

152,1890

632,8409

489,6438

826,11103

540,7143

403,5262

220,2790

217,2748

290,3732

881,11868

209,2643

417,5460

414,5418

361,4692

712,9516

785,10530

764,10239

565,7485

322,4164

843,11337

389,5070

367,4773

615,8175

457,6000

760,10188

343,4449

943,12735

156,1941

712,9516

536,7086

575,7626

947,12792

981,13263

516,6813

367,4773

585,7755

669,8919

189,2379

417,5460

515,6798

508,6705

478,6291

620,8247

800,10740

10,102

657,8757

867,11667

897,12090

396,5166

42,477

32,357

658,8769

693,9255

579,7680

588,7800

954,12888

655,8730

169,2112

203,2562

64,753

660,8793

528,6981

707,9453

486,6399

570,7560

403,5262

470,6180

667,8892

383,4992

334,4326

201,2535

843,11337

112,1362

247,3150

676,9015

986,13338

752,10074

442,5796

610,8100

930,12555

520,6870

652,8691

211,2667

696,9297

58,678

282,3621

465,6111

701,9369

754,10101

500,6594

983,13293

708,9465

135,1665

196,2478

577,7653

671,8949

654,8718

739,9894

952,12861

951,12846

768,10296

230,2922

428,5604

900,12132

741,9921

924,12474

983,13293

345,4476

193,2433

876,11796

655,8730

12,123

566,7500

988,13365

420,5496

541,7155

226,2871

669,8919

700,9354

756,10131

315,4065

366,4761

451,5916

544,7200

496,6534

653,8706

111,1353

678,9045

665,8865

653,8706

243,3096

422,5523

762,10215

565,7485

153,1902

868,11682

196,2478

765,10254

38,426

885,11925

268,3435

719,9612

681,9090

368,4788

968,13080

787,10560

36,408

880,11853

23,249

994,13449

718,9600

967,13068

449,5886

944,12747

663,8835

901,12147

415,5430

76,903

974,13161

937,12648

964,13026

258,3303

968,13080

240,3054

540,7143

395,5154

474,6234

